Fecha,Consumo,Precio,Temperatura
2010-01-01,288.2026172983832,0.1654861912465649,17.978829728643376
2010-01-02,220.00786041836116,0.11312719030617759,11.667689993265206
2010-01-03,248.93689920528698,0.07315400583883787,37.336002474410016
2010-01-04,312.04465996007286,0.12188725854174752,21.90649004077209
2010-01-05,293.37789950749834,0.0700244438348716,18.221896063514038
2010-01-06,151.13610600617943,0.19121949651720566,9.14974880984081
2010-01-07,247.50442087627948,0.27457431010988287,29.72262332841247
2010-01-08,192.4321395851151,0.20059275817651787,34.31471684044993
2010-01-09,194.8390574103221,0.1359381030283544,17.549269567408068
2010-01-10,220.52992509691862,0.15083532538014421,13.767461898879626
2010-01-11,207.2021785580439,0.2076959834573072,16.040011339943625
2010-01-12,272.71367534814874,0.11995424817916414,6.414775977182501
2010-01-13,238.05188625734968,0.15664686335512013,33.22602527666969
2010-01-14,206.0837508246414,0.05,20.034439384342186
2010-01-15,222.1931616372713,0.09417205617524477,19.998032298914495
2010-01-16,216.68371636871333,0.12153159971718544,35.33703955410446
2010-01-17,274.70395365788033,0.1818133350053259,12.269177521757289
2010-01-18,189.74208681170995,0.11161753851789996,15.987450628289162
2010-01-19,215.65338508254507,0.18092397416642927,18.84643235627341
2010-01-20,157.29521303491376,0.15915806100778426,30.11555448987993
2010-01-21,72.35050920829606,0.24296756364971228,35.132355220559774
2010-01-22,232.68092977201803,0.09622426825377364,29.170686211979238
2010-01-23,243.22180994297528,0.05,27.28893071787855
2010-01-24,162.8917489796779,0.05,25.520321430104637
2010-01-25,313.4877311993804,0.14257182450571051,-8.032340846449873
2010-01-26,127.28171627006176,0.20755757308054928,16.03946821829873
2010-01-27,202.2879258650723,0.15926616916991929,12.868563779161306
2010-01-28,190.6408074987083,0.1829230463085874,33.00833668701239
2010-01-29,276.6389607179229,0.1475231949052413,14.471342071807559
2010-01-30,273.46793849501427,0.16186994247611985,40.70897409904509
2010-01-31,207.74737128484583,0.074420983842923,16.34091669906596
2010-02-01,218.90812598010868,0.24661851663320478,11.02369958343926
2010-02-02,155.61071261849435,0.17412110170109268,34.44936481020957
2010-02-03,100.96017658880365,0.08421084755077807,21.729418541647085
2010-02-04,182.60439253369236,0.05181924686682335,22.826884962836875
2010-02-05,207.817448455199,0.17665340919217776,30.908695632652105
2010-02-06,261.51453403638607,0.14453383915102422,17.986518383564494
